aceh-besar;PARTAI BERKARYA;Perempuan;KOTA BANDA ACEH;1961;Islam;Sudah Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI BULAN BINTANG;Perempuan;KOTA BANDA ACEH;1980;Islam;Sudah Menikah;D4/S1;Tidak Bekerja
aceh-besar;PARTAI GERAKAN INDONESIA RAYA;Perempuan;JAKARTA PUSAT;1968;Islam;Sudah Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI KEBANGKITAN BANGSA;Perempuan;ACEH BESAR;1977;Islam;Sudah Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI SIRA;Perempuan;KOTA BANDA ACEH;1986;Islam;Belum Menikah;D4/S1;Wiraswasta
aceh-besar;PERSATUAN INDONESIA;Perempuan;ACEH TENGGARA;1983;Islam;Belum Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI DEMOKRAT;Perempuan;KOTA BANDA ACEH;1978;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI DEMOKRASI INDONESIA PERJUANGAN;Laki-Laki;ACEH SINGKIL;1973;Islam;Sudah Menikah;D4/S1;Pengusaha
aceh-besar;PARTAI SOLIDARITAS INDONESIA;Perempuan;KOTA SUBULUSSALAM;1988;Islam;Belum Menikah;D4/S1;Tidak Bekerja
aceh-besar;PARTAI BULAN BINTANG;Laki-Laki;KOTA BANDA ACEH;1954;Islam;Sudah Menikah;D4/S1;Pensiunan
aceh-besar;PARTAI KEBANGKITAN BANGSA;Perempuan;KOTA BANDA ACEH;1971;Islam;Sudah Menikah;D4/S1;Tidak Bekerja
aceh-besar;PARTAI KEBANGKITAN BANGSA;Perempuan;ACEH BESAR;1980;Islam;Sudah Menikah;D4/S1;Tidak Bekerja
aceh-besar;PARTAI NASDEM;Perempuan;KOTA BANDA ACEH;1978;Islam;Sudah Menikah;S2;Tidak Bekerja
aceh-besar;PARTAI SIRA;Perempuan;KOTA BANDA ACEH;1971;Islam;Sudah Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PERSATUAN INDONESIA;Perempuan;ACEH BESAR;1975;Islam;Sudah Menikah;D3;Tidak Bekerja
aceh-besar;PERSATUAN INDONESIA;Perempuan;ACEH BESAR;1992;Islam;Sudah Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI KEBANGKITAN BANGSA;Perempuan;ACEH BESAR;1966;Islam;Sudah Menikah;D4/S1;Tidak Bekerja
aceh-besar;PARTAI SOLIDARITAS INDONESIA;Perempuan;SIMEULUE;1990;Islam;Sudah Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI SOLIDARITAS INDONESIA;Perempuan;KOTA BANDA ACEH;1980;Islam;Sudah Menikah;D4/S1;Tidak Bekerja
aceh-besar;PARTAI NASDEM;Perempuan;KOTA BANDA ACEH;1965;Islam;Sudah Menikah;S2;Wiraswasta
aceh-besar;PARTAI AMANAT NASIONAL;Laki-Laki;ACEH BESAR;1977;Islam;Sudah Menikah;D4/S1;Pegawai Pemerintah
aceh-besar;PARTAI AMANAT NASIONAL;Perempuan;KOTA BANDA ACEH;1964;Islam;Sudah Menikah;D4/S1;Pegawai Pemerintah
aceh-besar;PARTAI BULAN BINTANG;Perempuan;KOTA BANDA ACEH;1987;Islam;Sudah Menikah;D3;Pegawai Pemerintah
aceh-besar;PARTAI BULAN BINTANG;Laki-Laki;ACEH BESAR;1973;Islam;Sudah Menikah;SMA/Sederajat;Pegawai Pemerintah
aceh-besar;PARTAI DEMOKRAT;Laki-Laki;ACEH BESAR;1969;Islam;Sudah Menikah;S2;Pegawai Pemerintah
aceh-besar;PARTAI DEMOKRAT;Laki-Laki;KOTA BANDA ACEH;1972;Islam;Sudah Menikah;S2;Pegawai Pemerintah
aceh-besar;PARTAI DEMOKRAT;Laki-Laki;ACEH BESAR;1968;Islam;Sudah Menikah;D4/S1;Pegawai Pemerintah
aceh-besar;PARTAI GERAKAN INDONESIA RAYA;Laki-Laki;KOTA BANDA ACEH;1963;Islam;Sudah Menikah;D4/S1;Pegawai Pemerintah
aceh-besar;PARTAI GERAKAN INDONESIA RAYA;Laki-Laki;KOTA BANDA ACEH;1969;Islam;Sudah Menikah;SMA/Sederajat;Pegawai Pemerintah
aceh-besar;PARTAI GERAKAN INDONESIA RAYA;Laki-Laki;KOTA BANDA ACEH;1977;Islam;Sudah Menikah;D3;Pegawai Pemerintah
aceh-besar;PARTAI GOLONGAN KARYA;Laki-Laki;ACEH BESAR;1980;Islam;Sudah Menikah;S2;Pegawai Pemerintah
aceh-besar;PERSATUAN INDONESIA;Perempuan;KOTA BANDA ACEH;1995;Islam;Belum Menikah;D3;Tidak Bekerja
aceh-besar;PARTAI KEBANGKITAN BANGSA;Laki-Laki;KOTA BANDA ACEH;1993;Islam;Belum Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI SIRA;Perempuan;KOTA BANDA ACEH;1995;Islam;Belum Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI SIRA;Perempuan;ACEH BESAR;1990;Islam;Belum Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI BULAN BINTANG;Perempuan;PIDIE;1996;Islam;Belum Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI KEBANGKITAN BANGSA;Perempuan;ACEH BESAR;1982;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI NASDEM;Laki-Laki;KOTA BANDA ACEH;1968;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI KEADILAN DAN PERSATUAN INDONESIA;Perempuan;ACEH BESAR;1990;Islam;Sudah Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI KEADILAN DAN PERSATUAN INDONESIA;Perempuan;KOTA BANDA ACEH;1981;Islam;Sudah Menikah;D4/S1;Tidak Bekerja
aceh-besar;PARTAI KEADILAN DAN PERSATUAN INDONESIA;Perempuan;KOTA BANDA ACEH;1986;Islam;Sudah Menikah;D4/S1;Tidak Bekerja
aceh-besar;PARTAI DAERAH ACEH;Laki-Laki;ACEH BESAR;1983;Islam;Sudah Menikah;D4/S1;Pengusaha
aceh-besar;PARTAI GOLONGAN KARYA;Laki-Laki;KOTA BANDA ACEH;1988;Islam;Sudah Menikah;S2;Pengusaha
aceh-besar;PARTAI DAERAH ACEH;Laki-Laki;ACEH BESAR;1960;Islam;Sudah Menikah;D4/S1;Pensiunan
aceh-besar;PARTAI GERAKAN INDONESIA RAYA;Laki-Laki;KOTA BANDA ACEH;1959;Islam;Sudah Menikah;SMA/Sederajat;Pensiunan
aceh-besar;PARTAI KEADILAN DAN PERSATUAN INDONESIA;Laki-Laki;KOTA BANDA ACEH;1965;Islam;Sudah Menikah;D4/S1;Pensiunan
aceh-besar;PARTAI KEBANGKITAN BANGSA;Laki-Laki;KOTA BANDA ACEH;1958;Islam;Sudah Menikah;D4/S1;Pensiunan
aceh-besar;PARTAI NASDEM;Laki-Laki;KOTA BANDA ACEH;1959;Islam;Sudah Menikah;S2;Pensiunan
aceh-besar;PARTAI NASDEM;Laki-Laki;KOTA BANDA ACEH;1946;Islam;Sudah Menikah;S2;Pensiunan
aceh-besar;PARTAI DEMOKRASI INDONESIA PERJUANGAN;Laki-Laki;JAKARTA BARAT;1943;Islam;Sudah Menikah;SMA/Sederajat;Pensiunan
aceh-besar;PARTAI GOLONGAN KARYA;Laki-Laki;NAGAN RAYA;1949;Islam;Sudah Menikah;D4/S1;Pensiunan
aceh-besar;PARTAI BERKARYA;Perempuan;KOTA BANDA ACEH;1953;Islam;Pernah Menikah;D1;Pensiunan
aceh-besar;PARTAI NASDEM;Perempuan;KOTA BANDA ACEH;1949;Islam;Sudah Menikah;D3;Pensiunan
aceh-besar;PARTAI NASDEM;Perempuan;ACEH BESAR;1958;Islam;Sudah Menikah;D4/S1;Pensiunan
aceh-besar;PARTAI BERKARYA;Laki-Laki;JAKARTA BARAT;1957;Islam;Sudah Menikah;S3;Pensiunan
aceh-besar;PARTAI NASDEM;Perempuan;ACEH BESAR;1958;Islam;Pernah Menikah;S2;Pensiunan
aceh-besar;PARTAI PERSATUAN PEMBANGUNAN;Perempuan;ACEH BARAT;1953;Islam;Sudah Menikah;D4/S1;Pensiunan
aceh-besar;PARTAI SOLIDARITAS INDONESIA;Laki-Laki;KOTA SUBULUSSALAM;1953;Islam;Sudah Menikah;S2;Pensiunan
aceh-besar;PARTAI NASDEM;Laki-Laki;KOTA BANDA ACEH;1959;Islam;Sudah Menikah;S2;Pensiunan
aceh-besar;PARTAI KEBANGKITAN BANGSA;Laki-Laki;ACEH SELATAN;1960;Islam;Sudah Menikah;SMA/Sederajat;Pengusaha
aceh-besar;PARTAI GERAKAN INDONESIA RAYA;Perempuan;KOTA BANDA ACEH;1951;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI KEADILAN DAN PERSATUAN INDONESIA;Laki-Laki;KOTA BANDA ACEH;1987;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI KEADILAN DAN PERSATUAN INDONESIA;Laki-Laki;ACEH BESAR;1961;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI KEADILAN DAN PERSATUAN INDONESIA;Laki-Laki;KOTA BANDA ACEH;1979;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI KEBANGKITAN BANGSA;Laki-Laki;ACEH BESAR;1977;Islam;Sudah Menikah;D2;Wiraswasta
aceh-besar;PARTAI NANGGROE ACEH;Laki-Laki;ACEH BESAR;1974;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI NASDEM;Laki-Laki;KOTA BANDA ACEH;1964;Islam;Sudah Menikah;S2;Wiraswasta
aceh-besar;PARTAI NASDEM;Laki-Laki;KOTA BANDA ACEH;1971;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI NASDEM;Perempuan;KOTA BANDA ACEH;1996;Islam;Belum Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI NASDEM;Laki-Laki;KOTA BANDA ACEH;1972;Islam;Sudah Menikah;S2;Wiraswasta
aceh-besar;PARTAI SIRA;Laki-Laki;KOTA BANDA ACEH;1970;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI SIRA;Laki-Laki;ACEH BESAR;1992;Islam;Belum Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI SIRA;Laki-Laki;KOTA BANDA ACEH;1972;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI SIRA;Laki-Laki;KOTA BANDA ACEH;1988;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI SIRA;Laki-Laki;ACEH BESAR;1985;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI SOLIDARITAS INDONESIA;Laki-Laki;ACEH BESAR;1984;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI SOLIDARITAS INDONESIA;Perempuan;ACEH BESAR;1985;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI SOLIDARITAS INDONESIA;Perempuan;KOTA BANDA ACEH;1996;Islam;Belum Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PERSATUAN INDONESIA;Laki-Laki;KOTA BANDA ACEH;1959;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PERSATUAN INDONESIA;Laki-Laki;ACEH BESAR;1971;Islam;Sudah Menikah;D3;Wiraswasta
aceh-besar;PERSATUAN INDONESIA;Laki-Laki;ACEH BESAR;1960;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PERSATUAN INDONESIA;Laki-Laki;ACEH BESAR;1980;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PERSATUAN INDONESIA;Laki-Laki;KOTA BANDA ACEH;1990;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI AMANAT NASIONAL;Laki-Laki;KOTA BANDA ACEH;1979;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI AMANAT NASIONAL;Perempuan;JAKARTA UTARA;1978;Islam;Pernah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI BERKARYA;Laki-Laki;KOTA BANDA ACEH;1973;Islam;Sudah Menikah;S2;Wiraswasta
aceh-besar;PARTAI BERKARYA;Perempuan;JAKARTA SELATAN;1963;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI BERKARYA;Laki-Laki;KOTA BANDA ACEH;1966;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI BERKARYA;Laki-Laki;KOTA TANGERANG SELATAN;1960;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI BULAN BINTANG;Laki-Laki;BEKASI;1983;Islam;Belum Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI BULAN BINTANG;Perempuan;KOTA BANDA ACEH;1986;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI BULAN BINTANG;Laki-Laki;ACEH BESAR;1950;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI DEMOKRASI INDONESIA PERJUANGAN;Perempuan;KOTA BANDA ACEH;1975;Islam;Belum Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI DEMOKRASI INDONESIA PERJUANGAN;Laki-Laki;KOTA BANDA ACEH;1973;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI DEMOKRASI INDONESIA PERJUANGAN;Perempuan;KOTA PALANGKARAYA;1983;Islam;Belum Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI DEMOKRASI INDONESIA PERJUANGAN;Perempuan;KOTA BANDA ACEH;1984;Islam;Belum Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI GOLONGAN KARYA;Perempuan;KOTA BANDA ACEH;1972;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI GOLONGAN KARYA;Perempuan;KOTA BANDA ACEH;1975;Islam;Pernah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI KEADILAN DAN PERSATUAN INDONESIA;Perempuan;KOTA BEKASI;1997;Islam;Belum Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI KEADILAN SEJAHTERA;Perempuan;ACEH BARAT;1978;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI KEADILAN SEJAHTERA;Laki-Laki;KOTA BEKASI;1974;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI KEADILAN SEJAHTERA;Perempuan;ACEH TENGGARA;1990;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI KEADILAN SEJAHTERA;Perempuan;ACEH BARAT;1979;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI KEADILAN SEJAHTERA;Laki-Laki;ACEH BARAT;1994;Islam;Belum Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI KEBANGKITAN BANGSA;Perempuan;ACEH BESAR;1978;Islam;Pernah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI KEBANGKITAN BANGSA;Perempuan;KOTA BANDA ACEH;1968;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI PERSATUAN PEMBANGUNAN;Laki-Laki;KOTA BANDA ACEH;1969;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI PERSATUAN PEMBANGUNAN;Laki-Laki;JAKARTA SELATAN;1963;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI PERSATUAN PEMBANGUNAN;Laki-Laki;PIDIE;1969;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI PERSATUAN PEMBANGUNAN;Perempuan;GAYO LUES;1964;Islam;Sudah Menikah;D2;Wiraswasta
aceh-besar;PARTAI SOLIDARITAS INDONESIA;Laki-Laki;JAKARTA TIMUR;1968;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PERSATUAN INDONESIA;Laki-Laki;JAKARTA BARAT;1962;Islam;Sudah Menikah;S2;Wiraswasta
aceh-besar;PERSATUAN INDONESIA;Laki-Laki;KOTA BANDA ACEH;1970;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PERSATUAN INDONESIA;Laki-Laki;GAYO LUES;1970;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PERSATUAN INDONESIA;Perempuan;KOTA TANGERANG SELATAN;1987;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI BERKARYA;Perempuan;KOTA BANDA ACEH;1996;Islam;Belum Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI BULAN BINTANG;Perempuan;KOTA BANDA ACEH;1971;Islam;Pernah Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI BULAN BINTANG;Perempuan;ACEH BESAR;1995;Islam;Belum Menikah;D4/S1;Tidak Bekerja
aceh-besar;PARTAI DAERAH ACEH;Perempuan;KOTA BANDA ACEH;1992;Islam;Belum Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI DAERAH ACEH;Perempuan;ACEH BESAR;1990;Islam;Belum Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI DAERAH ACEH;Perempuan;ACEH BESAR;1996;Islam;Belum Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI GERAKAN INDONESIA RAYA;Perempuan;ACEH BESAR;1963;Islam;Sudah Menikah;D4/S1;Tidak Bekerja
aceh-besar;PARTAI GERAKAN INDONESIA RAYA;Perempuan;ACEH BESAR;1962;Islam;Sudah Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI GOLONGAN KARYA;Perempuan;KOTA BANDA ACEH;1985;Islam;Sudah Menikah;D4/S1;Tidak Bekerja
aceh-besar;PARTAI KEADILAN DAN PERSATUAN INDONESIA;Laki-Laki;KOTA BANDA ACEH;1992;Islam;Belum Menikah;S2;Tidak Bekerja
aceh-besar;PARTAI KEADILAN DAN PERSATUAN INDONESIA;Laki-Laki;ACEH BESAR;1994;Islam;Belum Menikah;SMA/Sederajat;Tidak Bekerja
aceh-besar;PARTAI SIRA;Laki-Laki;PIDIE;1969;Islam;Sudah Menikah;SMA/Sederajat;Pengusaha
aceh-besar;PARTAI PERSATUAN PEMBANGUNAN;Laki-Laki;ACEH BESAR;1983;Islam;Sudah Menikah;SMA/Sederajat;Pengusaha
aceh-besar;PARTAI GOLONGAN KARYA;Laki-Laki;KOTA BANDA ACEH;1958;Islam;Sudah Menikah;S2;Pegawai Pemerintah
aceh-besar;PARTAI KEBANGKITAN BANGSA;Laki-Laki;ACEH BESAR;1983;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI KEBANGKITAN BANGSA;Laki-Laki;ACEH BESAR;1970;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI KEBANGKITAN BANGSA;Laki-Laki;ACEH BESAR;1955;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI KEBANGKITAN BANGSA;Perempuan;ACEH BESAR;1977;Islam;Sudah Menikah;S2;Wiraswasta
aceh-besar;PARTAI DEMOKRASI INDONESIA PERJUANGAN;Laki-Laki;JAKARTA SELATAN;1984;Islam;Belum Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI GERAKAN INDONESIA RAYA;Perempuan;ACEH BESAR;1976;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI KEBANGKITAN BANGSA;Laki-Laki;NAGAN RAYA;1962;Islam;Sudah Menikah;S2;Wiraswasta
aceh-besar;PARTAI KEBANGKITAN BANGSA;Laki-Laki;JAKARTA TIMUR;1972;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI SOLIDARITAS INDONESIA;Laki-Laki;KOTA BANDA ACEH;1978;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI SOLIDARITAS INDONESIA;Laki-Laki;ACEH BESAR;1981;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PERSATUAN INDONESIA;Laki-Laki;KOTA BANDA ACEH;1966;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI AMANAT NASIONAL;Laki-Laki;KOTA BANDA ACEH;1983;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI AMANAT NASIONAL;Laki-Laki;KOTA BANDA ACEH;1959;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI AMANAT NASIONAL;Laki-Laki;KOTA SABANG;1975;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI AMANAT NASIONAL;Perempuan;KOTA BANDA ACEH;1975;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI AMANAT NASIONAL;Laki-Laki;KOTA BANDA ACEH;1988;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI AMANAT NASIONAL;Laki-Laki;ACEH BESAR;1970;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI AMANAT NASIONAL;Perempuan;KOTA BANDA ACEH;1984;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI AMANAT NASIONAL;Perempuan;KOTA BANDA ACEH;1993;Islam;Sudah Menikah;D3;Wiraswasta
aceh-besar;PARTAI AMANAT NASIONAL;Laki-Laki;KOTA BANDA ACEH;1972;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI BERKARYA;Laki-Laki;ACEH BESAR;1982;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI BERKARYA;Laki-Laki;KOTA BANDA ACEH;1959;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI BERKARYA;Laki-Laki;ACEH BESAR;1959;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI BERKARYA;Laki-Laki;KOTA SABANG;1984;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI BULAN BINTANG;Laki-Laki;ACEH BESAR;1965;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI BULAN BINTANG;Laki-Laki;KOTA BANDA ACEH;1962;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI BULAN BINTANG;Laki-Laki;ACEH BESAR;1973;Islam;Sudah Menikah;S2;Wiraswasta
aceh-besar;PARTAI BULAN BINTANG;Laki-Laki;PIDIE;1960;Islam;Sudah Menikah;S2;Wiraswasta
aceh-besar;PARTAI BULAN BINTANG;Laki-Laki;ACEH BESAR;1975;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI BULAN BINTANG;Perempuan;ACEH BESAR;1972;Islam;Pernah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI BULAN BINTANG;Laki-Laki;KOTA BANDA ACEH;1974;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI DAERAH ACEH;Laki-Laki;KOTA BANDA ACEH;1968;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI DAERAH ACEH;Laki-Laki;ACEH BESAR;1982;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI DAERAH ACEH;Laki-Laki;ACEH BESAR;1984;Islam;Belum Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI DAERAH ACEH;Laki-Laki;ACEH BESAR;1973;Islam;Sudah Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI DAERAH ACEH;Perempuan;KOTA BANDA ACEH;1988;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI DAERAH ACEH;Laki-Laki;ACEH BESAR;1971;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI DEMOKRAT;Laki-Laki;KOTA BANDA ACEH;1968;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI DEMOKRAT;Perempuan;ACEH BESAR;1971;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI DEMOKRAT;Laki-Laki;KOTA BANDA ACEH;1968;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI DEMOKRAT;Laki-Laki;KOTA BANDA ACEH;1961;Islam;Sudah Menikah;S2;Wiraswasta
aceh-besar;PARTAI DEMOKRAT;Laki-Laki;KOTA BANDA ACEH;1963;Islam;Sudah Menikah;D4/S1;Wiraswasta
aceh-besar;PARTAI DEMOKRAT;Perempuan;KOTA BANDA ACEH;1967;Islam;Sudah Menikah;S2;Wiraswasta
aceh-besar;PARTAI DEMOKRAT;Perempuan;KOTA BANDA ACEH;1996;Islam;Belum Menikah;SMA/Sederajat;Wiraswasta
aceh-besar;PARTAI GERAKAN INDONESIA RAYA;Laki-Laki;ACEH BESAR;1963;Islam;Belum Menikah;S2;Wiraswasta
aceh-besar;PARTAI GERAKAN INDONESIA RAYA;Laki-Laki;KOTA BANDA ACEH;1973;Islam;Sudah Menikah;S2;Wiraswasta
